name,ACH-000159,ACH-000189,ACH-000234,ACH-000246,ACH-000250,ACH-000262,ACH-000272,ACH-000313,ACH-000317,ACH-000375,ACH-000385,ACH-000411,ACH-000433,ACH-000484,ACH-000495,ACH-000600,ACH-000649,ACH-000684,ACH-000709,ACH-000792,ACH-000907,ACH-001163,ACH-001194,ACH-001310,ACH-001398,ACH-001532,ACH-001687,ACH-001688,ACH-002150,ACH-002189,most_freq
RPS25,E,E,E,E,E,E,E,aE,E,E,E,E,E,E,E,E,E,E,aE,E,E,E,aE,E,E,E,E,E,E,E,E
RPS27A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
RPS27L,NE,NE,NE,aNE,aNE,NE,aNE,NE,NE,aE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,aNE,aE,aNE,NE,NE,aNE,NE
RPS29,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
RPS3,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
RPS4X,aE,E,E,E,E,E,E,aNE,E,E,E,E,E,aE,E,,E,E,E,E,E,E,aNE,E,E,E,E,E,E,E,E
RPS5,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
RPS6,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
RPS6KA1,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
RPS6KA2,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE
RPS6KA3,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
RPS6KA4,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
RPS6KA5,NE,aNE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,aNE,NE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,NE
RPS6KA6,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,aNE,aNE,aNE,NE,aNE,,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE
RPS6KB1,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE
RPS6KB2,NE,NE,NE,aNE,aNE,aNE,NE,NE,NE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,NE,NE,NE
RPS6KC1,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE
RPS6KL1,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
RPS7,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
RPS8,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
RPS9,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
RPSA,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
RPTN,aNE,NE,NE,aNE,NE,NE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,NE,NE,aNE,aNE,NE,aNE,NE,NE,NE,NE,NE,NE
RPTOR,E,aE,aE,aE,E,aE,E,E,aNE,aE,aNE,aE,aE,aE,aE,E,aE,aNE,E,aE,E,aE,E,aNE,aE,aE,E,E,E,E,aE
RPUSD1,aNE,aNE,NE,NE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,NE,NE,NE,aNE,NE,NE,aNE,NE,NE,NE,NE,aNE,NE,NE,NE
RPUSD2,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE
RPUSD3,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
RPUSD4,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aE,aE,aE,aNE,aNE,aNE,aNE,aNE
RRAD,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE
RRAGA,aE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aE,aE,aE,aNE,aE,aE,aNE,NE,aE,aNE,aNE,aE,aNE,aE,aNE,aE,aNE,aNE,aNE,aE,aE,aE,aNE
RRAGB,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE
RRAGC,aE,aNE,aNE,aNE,aNE,NE,aE,aNE,aNE,E,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aE,aE,aNE,aE,aNE,aE,aNE,aNE,aNE,aNE,E,aNE,aNE
RRAGD,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE
RRAS,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE
RRAS2,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE
RRBP1,NE,aNE,NE,NE,NE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE
RREB1,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,aNE
RRH,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE
RRM1,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
RRM2,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
RRM2B,aNE,NE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE
RRN3,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
RRP1,E,aE,E,E,E,aE,E,aE,aE,aE,aE,E,aE,E,E,E,E,aE,aE,E,aE,aE,E,E,aE,E,E,aE,E,aE,E
RRP12,E,E,E,E,E,E,E,E,aE,E,aE,aE,E,aE,E,E,E,E,E,E,aE,E,E,E,E,E,E,E,aE,aE,E
RRP15,E,aE,E,aE,E,aE,aE,aE,aE,aE,aE,aE,aE,E,aE,E,aE,aE,aE,E,aE,aE,aE,aE,E,aE,aE,E,aE,E,aE
RRP1B,aNE,NE,NE,NE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,NE
RRP36,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aE,aNE,aNE,aE,aE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE
RRP7A,aE,aE,aE,E,E,aE,aE,E,aE,aE,aE,aE,aE,aE,aE,aE,E,aE,E,E,E,aE,aNE,aNE,aE,aE,aE,aE,aE,E,aE
RRP8,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE
RRP9,aE,E,aE,E,E,E,E,E,aE,aE,aE,aE,E,aE,aE,aE,aE,aE,aE,aE,E,aE,aE,aE,aE,aE,aE,aE,aE,aE,aE
RRS1,E,E,E,E,aE,E,E,aE,E,E,E,E,E,aE,E,E,E,aE,aE,E,E,aE,aE,E,E,E,aE,aE,aE,E,E
RS1,aNE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,aNE,NE,NE,NE,,NE,NE,aNE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE
RSAD1,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,NE,aNE,aNE,aNE,aE,aNE,aE,aNE,aE,aE,aE,aNE,aNE,aE,aNE,aNE,aNE,aNE
RSAD2,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE
RSBN1,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE
RSBN1L,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE
RSC1A1,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE
RSF1,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,NE
RSL1D1,E,E,E,E,E,E,E,E,E,aE,E,E,E,E,E,E,E,aE,E,E,E,E,E,E,E,E,E,E,E,E,E
RSPH1,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,NE,NE,aNE,aNE,NE,NE,NE,NE,aNE,NE,NE,aNE,aNE,NE
RSPH14,NE,NE,NE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
RSPH3,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,aNE,NE,aNE,NE,NE,aNE,NE,aNE,NE,NE,NE,NE,aNE,NE,aNE,NE,NE,NE,NE,NE,aNE,NE
RSPH4A,aNE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE
RSPH6A,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
RSPH9,aE,aE,aNE,aNE,aE,aE,aE,aNE,aNE,aE,aNE,aNE,aE,aE,aNE,aNE,aNE,aNE,aNE,aE,aE,aE,aE,aE,aE,aNE,aE,aE,aE,aE,aE
RSPO1,aNE,NE,NE,NE,NE,aNE,aNE,NE,aNE,NE,aNE,NE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,NE,NE,NE,NE,aNE,NE,aNE,NE
RSPO2,NE,NE,NE,aNE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,aNE,aNE,NE,NE,NE,aNE,NE,aNE,aNE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE
RSPO3,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE
RSPO4,NE,NE,NE,aNE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,NE,aNE,NE,aNE,NE,NE,NE
RSPRY1,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,NE,NE,aNE,NE,aNE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE
RSRC1,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,aNE
RSRC2,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
RSRP1,aNE,NE,NE,NE,NE,aNE,aNE,aNE,aNE,NE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,NE
RSU1,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE
RTBDN,NE,NE,NE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,NE,NE,NE,aNE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,NE
RTCA,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,NE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE
RTCB,aNE,aNE,aNE,aE,aE,aNE,aE,aE,aNE,aNE,aE,aE,aE,aNE,aE,aNE,aE,aE,aE,aE,aNE,aE,aNE,aE,aE,aE,aE,aNE,E,aNE,aE
RTEL1,aE,aE,aNE,E,E,aE,aNE,aE,NE,aE,aNE,aE,aE,aE,aE,aNE,aE,aE,aE,aNE,aE,aE,aNE,aE,aE,aE,aE,aE,aE,aE,aE
RTF1,E,aE,E,aE,aE,E,aE,aE,aE,aE,aE,aE,aE,E,aE,E,aE,aE,E,aE,E,aE,aE,aE,E,aE,aE,aE,aE,aE,aE
RTF2,E,E,aE,E,E,aE,E,E,aE,aE,aE,E,aE,E,E,E,E,aE,E,E,E,E,E,aE,E,E,E,E,E,E,E
RTKN,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
RTKN2,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
RTL1,NE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,NE,NE,aNE,aNE,aNE
RTL10,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE
RTL3,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,NE,aNE,,NE,NE,aNE,aNE,aNE,NE,NE,NE,NE,aNE,NE,aNE,NE,NE,aNE
RTL4,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
RTL5,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
RTL6,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
RTL8B,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,,NE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE
RTL8C,NE,aNE,aNE,NE,NE,aNE,NE,NE,NE,NE,aNE,aNE,aNE,NE,aNE,,aNE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,aNE,NE
RTL9,NE,aNE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,NE,NE,NE,,NE,NE,NE,aNE,NE,NE,aNE,NE,aNE,NE,NE,aNE,NE,aNE,NE
RTN1,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE
RTN2,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
RTN3,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
RTN4,aNE,aNE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE
RTN4IP1,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE
RTN4R,NE,NE,aNE,NE,NE,NE,aNE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,NE
RTN4RL1,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,NE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE
RTN4RL2,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE
RTP1,aNE,NE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE
RTP2,NE,NE,NE,NE,aNE,NE,aNE,aNE,NE,NE,NE,aNE,NE,NE,aNE,NE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,NE
RTP3,aNE,NE,aNE,NE,NE,NE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,NE,NE,NE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,NE,NE,NE,NE,NE
RTP4,NE,NE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,NE,aNE,NE,aNE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,NE,NE,NE,aNE,NE,NE,NE
RTP5,NE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,aNE,aNE,NE,aNE,NE,NE,NE,NE,NE,NE,aNE,NE,aNE,NE
RTRAF,aNE,aE,aNE,aE,aE,aNE,aE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aE,aE,aNE,aE,aE,aNE,aE,aNE,aNE,aNE,aNE,aE,aE,aE,aNE,aNE
RTTN,aNE,aNE,aNE,aE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aE,aE,aNE,aNE,aE,aNE,aNE
RUBCN,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,aNE,NE,NE,NE,NE,NE,aNE,NE,aNE,NE,NE,aNE,NE,NE,NE
RUBCNL,aNE,NE,NE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,NE,NE
RUFY1,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE
RUFY2,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE
RUFY3,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,NE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,NE,aNE,NE,NE,NE,aNE
RUNDC1,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,NE,aNE,NE,NE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE
RUNDC3A,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE
RUNDC3B,aNE,NE,NE,aNE,NE,NE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE
RUNX1,aNE,aNE,NE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,NE,NE
RUNX1T1,aNE,aNE,NE,NE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE
RUNX2,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE
RUNX3,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE
RUSC1,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
RUSC2,aNE,NE,NE,NE,NE,aNE,aNE,NE,aNE,NE,NE,NE,aNE,NE,aNE,NE,aNE,NE,NE,NE,aNE,NE,aNE,NE,aNE,NE,NE,NE,aNE,aNE,NE
RUSF1,NE,aNE,aNE,NE,NE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,NE,NE,aNE,NE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE,NE
RUVBL1,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
RUVBL2,E,E,E,E,E,E,E,E,E,aE,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
RWDD1,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,NE,NE,NE,NE,aNE,NE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE
RWDD2A,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE,aNE,aNE,NE,NE,NE,NE,aNE,NE,NE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE
RWDD2B,NE,NE,aNE,aNE,aNE,NE,aNE,NE,NE,NE,aNE,NE,aNE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,aNE,NE,NE,NE
RWDD3,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
