"id","label","KBM7_CS_label","wang_consensus_o","wang_consensus_e","label_crispr_100","label_crispr_50","label_crispr_25","label_crispr_10","label_CS_ACH_most_freq","label_CS_ACH_CS0_100","fba_label","avana0","avana10","EPGAT_OGEE","avana_OGEE","sanger_OGEE","novartis_OGEE"
"ENSG00000109911","n9010","NE","CS0","E","NE","NE","NE","NE","NE","CS1","CS1",NA,"E","NE","E","NE","NE",NA
"ENSG00000171815","n9011","NE","CS6","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"ND","ND","NE","NE","NE",NA
"ENSG00000109189","n9012","NE","CS7","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000154175","n9013","NE","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000172818","n9014","NE","CS8","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000178896","n9015","NE","CS0","E","E","NE","E","E","E","CS0","CS1",NA,"ND","ND","E","E","E",NA
"ENSG00000125967","n9016","E","CS2","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE",NA
"ENSG00000179403","n9017","NE","CS6","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"E","NE","NE","NE","NE","NE"
"ENSG00000152133","n9018","NE","CS7","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000196214","n9019","NE","CS5","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000129484","n9020","NE","CS6","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000106819","n9021","ND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND","ND","NE",NA,NA,"NE"
"ENSG00000116691","n9022","NE","CS1","NE","NE","NE","NE","NE","NE","CS3","CS3",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000123395","n9023","NE",NA,NA,NA,"NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE",NA,NA
"ENSG00000069998","n9024","NE",NA,NA,NA,"NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE",NA,NA
"ENSG00000163795","n9025","NE","CS2","E","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000100056","n9026","NE",NA,NA,NA,"NE","E","E","E","CS0","CS1",NA,"E","E","E","NE",NA,NA
"ENSG00000159579","n9027","NE","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000037042","n9028","NE","CS3","NE","NE","NE","NE","NE","NE","CS2","CS2",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000204103","n9029","NE","CS5","NE","NE","NE","NE","NE","NE","CS7","CS7",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000220201","n9030","NE","CS1","E","NE","NE","NE","NE","NE","CS5","CS5",NA,"ND","ND","NE","NE","NE",NA
"ENSG00000198301","n9031","NE","CS0","E","E","NE","E","E","E","CS0","CS1",NA,"E","E","E","NE","E",NA
"ENSG00000177200","n9032","NE","CS2","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000167291","n9033","E","CS1","E","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000196150","n9034","E","CS2","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000138078","n9035","NE","CS2","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000132912","n9036","NE","CS1","NE","NE","NE","NE","NE","NE","CS1","CS1",NA,"E","NE","E","NE","NE",NA
"ENSG00000278718","n9037","NE","CS1","NE","NE","NE","NE","NE","NE","CS3","CS3",NA,"NE","NE",NA,"NE","NE",NA
"ENSG00000136161","n9038","NE","CS8","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000118322","n9039","NE","CS6","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"ND","ND","NE","NE","NE","NE"
"ENSG00000103148","n9040","ND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND","ND","NE",NA,NA,NA
"ENSG00000155304","n9041","NE","CS3","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000156504","n9042","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE","NE","NE",NA,NA,NA
"ENSG00000152700","n9043","NE","CS7","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000142765","n9044","NE","CS1","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000049283","n9045","NE","CS1","NE","NE","NE","NE","NE","NE","CS3","CS3",NA,"NE","NE","E","NE","NE",NA
"ENSG00000162616","n9046","ND","CS4","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000153179","n9047","E","CS3","NE","NE","NE","NE","NE","NE","CS7","CS7",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000168497","n9048","ND",NA,NA,NA,"NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE",NA,NA
"ENSG00000230510","n9049","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND","ND","E",NA,NA,NA
"ENSG00000087460","n9050","NE","CS9","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000220008","n9051","NE","CS5","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"ND","ND","NE","NE","NE","NE"
"ENSG00000109654","n9052","NE","CS5","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000178988","n9053","NE","CS2","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000162736","n9054","NE","CS2","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000174842","n9055","NE","CS1","NE","NE","NE","NE","NE","NE","CS2","CS2",NA,"NE","NE","E","NE","NE",NA
"ENSG00000172789","n9056","E","CS7","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"ND","ND","E","NE","NE","NE"
"ENSG00000106100","n9057","ND","CS7","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000130511","n9058","NE","CS2","NE","NE","NE","NE","NE","NE","CS3","CS3",NA,"NE","NE","E","NE","NE",NA
"ENSG00000134375","n9059","E","CS4","NE","NE","NE","NE","NE","NE","CS3","CS3",NA,"NE","NE","E","NE","NE",NA
"ENSG00000136122","n9060","NE","CS0","E","E","NE","NE","NE","NE","CS1","CS1",NA,"ND","ND","E","NE","NE",NA
"ENSG00000107669","n9061","NE","CS8","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","E","NE","NE",NA
"ENSG00000007866","n9062","E","CS2","E","NE","NE","NE","NE","NE","CS3","CS3",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000188493","n9063","NE","CS1","E","NE","NE","NE","NE","NE","CS7","CS7",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000151746","n9064","NE","CS3","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000114857","n9065","NE","CS1","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE",NA
"ENSG00000288475","n9066","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND","ND",NA,NA,NA,"NE"
"ENSG00000179588","n9067","NE","CS2","E","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000136816","n9068","ND","CS7","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000154655","n9069","NE","CS8","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000125780","n9070","E","CS7","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000109445","n9071","NE","CS2","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE",NA
"ENSG00000079257","n9072","ND","CS9","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000167705","n9073","NE","CS4","NE","NE","NE","NE","NE","NE","CS2","CS2",NA,"ND","ND","NE","NE","NE",NA
"ENSG00000120647","n9074","NE","CS3","E","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000154114","n9075","NE","CS8","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000182325","n9076","ND","CS1","NE","NE","NE","NE","NE","NE","CS2","CS2",NA,"ND","ND","E","NE","NE",NA
"ENSG00000100523","n9077","NE","CS7","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000152778","n9078","NE","CS9","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000141026","n9079","NE","CS1","E","NE","NE","NE","NE","E","CS1","CS1",NA,"E","E","E","NE","NE","NE"
"ENSG00000165804","n9080","ND","CS1","E","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000054690","n9081","NE","CS1","E","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000175866","n9082","NE","CS4","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000091039","n9083","NE","CS5","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000120049","n9084","NE","CS5","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000140853","n9085","NE","CS1","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000170289","n9086","NE","CS5","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"ND","ND","NE","NE","NE","NE"
"ENSG00000115392","n9087","NE","CS1","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000186001","n9088","NE","CS4","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000112078","n9089","NE","CS8","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000137817","n9090","ND","CS1","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000096070","n9091","NE","CS2","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000155438","n9092","E",NA,NA,NA,"E","E","E","E","CS0","CS0",NA,"ND","ND","E","E","E","NE"
"ENSG00000258839","n9093","NE","CS4","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000170293","n9094","NE","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000239732","n9095","NE","CS5","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000175970","n9096","NE","CS1","E","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000157111","n9097","E","CS7","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000171241","n9098","NE","CS3","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000180185","n9099","NE","CS6","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000114023","n9100","NE","CS3","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000038532","n9101","ND","CS3","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000007923","n9102","ND","CS0","E","NE","NE","NE","NE","NE","CS2","CS2",NA,"E","E","E","NE","NE",NA
"ENSG00000275410","n9103","NE","CS6","NE","NE","NE","NE","E","E","CS0","CS1",NA,"ND","ND","NE","E","E","NE"
"ENSG00000164442","n9104","NE","CS0","E","NE","NE","NE","NE","NE","CS3","CS3",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000117543","n9105","NE","CS0","E","NE","NE","NE","NE","NE","CS2","CS2",NA,"E","NE","E","NE","NE",NA
"ENSG00000138399","n9106","NE","CS8","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000095906","n9107","NE","CS0","E","NE","NE","NE","E","E","CS1","CS1",NA,"E","E","E","NE","NE",NA
"ENSG00000107518","n9108","NE","CS7","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000212993","n9109","E","CS8","NE","NE",NA,NA,NA,NA,NA,NA,NA,"ND","ND","NE","NE","NE","NE"
"ENSG00000163608","n9110","ND",NA,NA,NA,"NE","E","E","E","CS0","CS1",NA,"ND","ND","E","E",NA,NA
"ENSG00000176428","n9111","NE","CS2","E","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000182674","n9112","NE","CS5","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000141098","n9113","NE","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000198198","n9114","NE","CS9","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000146282","n9115","NE","CS0","E","E","NE","NE","NE","NE","CS1","CS1",NA,"E","E","E","NE","NE",NA
"ENSG00000104442","n9116","NE","CS1","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000106346","n9117","NE","CS4","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","E","NE","NE",NA
"ENSG00000083457","n9118","NE","CS2","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000165953","n9119","ND","CS9","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000157827","n9120","NE","CS1","E","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000157500","n9121","NE","CS7","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000088727","n9122","NE","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000131242","n9123","NE","CS2","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","E","NE","NE",NA
"ENSG00000147419","n9124","NE","CS6","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000128536","n9125","NE","CS4","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"ND","ND","NE","NE","NE",NA
"ENSG00000129116","n9126","NE","CS6","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000143318","n9127","NE","CS2","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE",NA
"ENSG00000169715","n9128","ND","CS1","NE","NE","NE","NE","NE","NE","CS1","CS1",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000065882","n9129","NE","CS6","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000119714","n9130","NE","CS6","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"ND","ND","NE","NE","NE","NE"
"ENSG00000278053","n9131","NE","CS0","E","E","NE","NE","NE","E","CS1","CS1",NA,"ND","ND","E","NE","E","NE"
"ENSG00000126878","n9132","NE","CS4","E","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","E","NE","NE",NA
"ENSG00000143839","n9133","NE","CS2","E","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000133872","n9134","ND",NA,NA,NA,"NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE",NA,NA
"ENSG00000178567","n9135","ND","CS8","NE","NE","NE","NE","NE","NE","CS3","CS3",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000169499","n9136","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND","ND","NE",NA,NA,NA
"ENSG00000182552","n9137","NE","CS2","NE","NE","NE","NE","NE","NE","CS3","CS3",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000071994","n9138","NE","CS0","E","NE","NE","E","E","E","CS0","CS1",NA,"ND","ND","E","E","NE",NA
"ENSG00000160087","n9139","NE","CS1","NE","NE","NE","NE","NE","NE","CS3","CS3",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000006704","n9140","NE","CS6","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000149218","n9141","NE","CS6","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000142224","n9142","ND","CS6","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"ND","ND","E","NE","NE",NA
"ENSG00000047188","n9143","ND","CS3","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000075213","n9144","NE","CS5","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000136048","n9145","NE","CS5","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000137161","n9146","NE","CS2","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000151576","n9147","NE",NA,NA,NA,"NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE",NA,NA
"ENSG00000074842","n9148","NE",NA,NA,NA,"NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE",NA,NA
"ENSG00000053770","n9149","NE","CS3","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000130021","n9150","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NE","NE","NE","NE",NA,NA
"ENSG00000164983","n9151","ND","CS2","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000165810","n9152","NE","CS9","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"ND","ND","NE","NE","NE","NE"
"ENSG00000011376","n9153","NE","CS0","E","NE","NE","NE","NE","NE","CS4","CS4",NA,"E","E","E","NE","NE",NA
"ENSG00000010327","n9154","NE","CS1","E","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000181634","n9155","NE","CS8","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE",NA
"ENSG00000147789","n9156","NE","CS2","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000075223","n9157","NE","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000127483","n9158","NE","CS6","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000162714","n9159","NE","CS7","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000049883","n9160","NE","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000088899","n9161","NE",NA,NA,NA,"NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000182180","n9162","NE","CS0","E","E","NE","NE","NE","NE","CS1","CS1",NA,"E","E","E","NE","NE",NA
"ENSG00000114742","n9163","NE","CS6","NE","NE","NE","NE","NE","NE","CS1","CS1",NA,"E","E","E","E","E","NE"
"ENSG00000104731","n9164","NE","CS2","E","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000124780","n9165","NE","CS3","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000182544","n9166","NE","CS6","NE","NE","NE","NE","NE","NE","CS7","CS7",NA,"NE","NE","E","NE","NE",NA
"ENSG00000055147","n9167","ND","CS9","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000034533","n9168","NE","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000140025","n9169","ND","CS6","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000134717","n9170","NE","CS1","NE","NE","NE","NE","E","E","CS1","CS1",NA,"NE","NE","E","NE","NE",NA
"ENSG00000082438","n9171","NE","CS6","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000177508","n9172","NE","CS5","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000141627","n9173","ND","CS6","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000105983","n9174","NE","CS1","NE","NE","NE","NE","NE","NE","CS7","CS7",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000159658","n9175","E","CS5","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000132300","n9176","NE","CS0","E","NE","NE","NE","NE","NE","CS2","CS2",NA,"E","E","E","NE","NE",NA
"ENSG00000163950","n9177","NE","CS1","E","NE","NE","NE","E","E","CS1","CS1",NA,"NE","NE","E","NE","NE",NA
"ENSG00000169122","n9178","E","CS2","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000162989","n9179","NE","CS6","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","E","NE","NE",NA
"ENSG00000132256","n9180","NE","CS5","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000180509","n9181","E","CS9","NE","NE",NA,NA,NA,NA,NA,NA,NA,"ND","ND","NE",NA,"NE",NA
"ENSG00000254004","n9182","NE","CS6","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","E","NE","NE",NA
"ENSG00000180611","n9183","NE","CS9","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000163251","n9184","NE","CS7","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000166750","n9185","NE","CS8","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000234809","n9186","NE","CS5","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"ND","ND","NE","NE","NE",NA
"ENSG00000165684","n9187","NE","CS0","E","E","NE","E","E","E","CS0","CS1",NA,"E","E","E","NE","NE","NE"
"ENSG00000129680","n9188","NE","CS9","NE","NE",NA,NA,NA,NA,NA,NA,NA,"NE","NE","NE","NE","NE",NA
"ENSG00000090273","n9189","NE","CS0","E","E","NE","E","E","E","CS0","CS1",NA,"ND","ND","E","E","E",NA
"ENSG00000198157","n9190","NE","CS9","NE","NE",NA,NA,NA,NA,NA,NA,NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000196998","n9191","NE","CS4","NE","NE",NA,NA,NA,NA,NA,NA,NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000051009","n9192","NE",NA,NA,NA,"NE","NE","NE","NE","CS7","CS7",NA,"NE","NE","E",NA,NA,NA
"ENSG00000213699","n9193","NE","CS4","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000135144","n9194","NE","CS6","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000163875","n9195","ND","CS0","E","NE","NE","NE","NE","NE","CS1","CS1",NA,"NE","NE","E","NE","NE",NA
"ENSG00000083520","n9196","NE","CS0","E","E","NE","NE","E","E","CS1","CS1",NA,"ND","ND","E","E","NE",NA
"ENSG00000187051","n9197","NE","CS1","E","NE","NE","NE","NE","NE","CS1","CS1",NA,"E","NE","E","NE","NE",NA
"ENSG00000170473","n9198","NE",NA,NA,NA,"NE","NE","NE","NE","CS1","CS1",NA,"E","NE","E","NE",NA,NA
"ENSG00000135045","n9199","ND","CS7","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000089091","n9200","NE","CS7","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE","NE","NE","NE","NE"
"ENSG00000134046","n9201","NE","CS1","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000167962","n9202","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ND","ND","E",NA,NA,NA
"ENSG00000033050","n9203","NE","CS8","NE","NE","NE","NE","NE","NE","CS3","CS3",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000152056","n9204","NE","CS8","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000156574","n9205","NE","CS6","NE","NE","NE","NE","NE","NE","CS4","CS4",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000155256","n9206","NE","CS3","E","NE","NE","NE","NE","NE","CS3","CS3",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000182240","n9207","NE","CS8","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000100558","n9208","NE","CS5","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE",NA
"ENSG00000013306","n9209","NE","CS2","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","E","NE","NE",NA
"ENSG00000284548","n9210","NE","CS5","NE","NE","NE","NE","NE","NE","CS6","CS6",NA,"NE","NE",NA,"NE","NE",NA
"ENSG00000143162","n9211","NE","CS7","NE","NE","NE","NE","NE","NE","CS3","CS3",NA,"NE","NE","E","NE","NE","NE"
"ENSG00000145996","n9212","NE","CS6","NE","NE","NE","NE","NE","NE","CS5","CS5",NA,"NE","NE","NE","NE","NE","NE"
